transaction_id,date,region,product,category,customer_id,quantity,unit_price,discount_pct,sales_amount,profit,hour,day_of_week,month,sales_zscore,sales_anomaly,anomaly_score,quantity_anomaly,high_discount_anomaly,low_price_anomaly,is_anomaly,anomaly_reason
TXN1022,2024-01-01 22:00:00,North,Laptop,Electronics,CUST625,2,310.2,5,589.38,161.13,22,Monday,1,-1.0980406253287245,False,36.60135417762415,False,False,False,False,Normal
TXN1023,2024-01-01 23:00:00,South,Monitor,Electronics,CUST242,4,1708.26,15,5808.08,2010.97,23,Monday,1,1.4781570148736427,False,49.27190049578809,False,False,False,False,Normal
TXN1024,2024-01-02 00:00:00,South,Laptop,Software,CUST514,2,342.23,10,616.01,170.24,0,Tuesday,1,-0.9063309074726966,False,30.211030249089887,False,False,False,False,Normal
TXN1025,2024-01-02 01:00:00,East,Mouse,Accessories,CUST612,5,854.85,0,4274.25,863.23,1,Tuesday,1,0.7032388993223517,False,23.441296644078392,False,False,False,False,Normal
TXN1026,2024-01-02 02:00:00,North,Keyboard,Electronics,CUST472,5,1614.86,0,8074.3,2234.98,2,Tuesday,1,2.5968706056490096,False,86.56235352163365,False,False,False,False,Normal
TXN1027,2024-01-02 03:00:00,South,Monitor,Software,CUST665,1,384.84,0,384.84,99.29,3,Tuesday,1,-1.005589100692399,False,33.519636689746626,False,False,False,False,Normal
TXN1028,2024-01-02 04:00:00,South,Tablet,Accessories,CUST985,5,535.58,5,2544.0,778.39,4,Tuesday,1,-0.1815301756968575,False,6.0510058565619165,False,False,False,False,Normal
TXN1029,2024-01-02 05:00:00,North,Laptop,Software,CUST358,1,1472.28,0,1472.28,252.34,5,Tuesday,1,-0.5386715524169612,False,17.955718413898705,False,False,False,False,Normal
TXN1030,2024-01-02 06:00:00,East,Laptop,Electronics,CUST755,4,1468.07,5,5578.67,1685.91,6,Tuesday,1,1.3649093668695755,False,45.49697889565252,False,False,False,False,Normal
TXN1031,2024-01-02 07:00:00,North,Monitor,Electronics,CUST570,2,1318.18,5,2504.54,646.81,7,Tuesday,1,-0.15262688769100521,False,5.087562923033507,False,False,False,False,Normal
TXN1032,2024-01-02 08:00:00,North,Tablet,Electronics,CUST111,2,1418.5,0,2837.0,971.95,8,Tuesday,1,0.011491123971224667,False,0.3830374657074889,False,False,False,False,Normal
TXN1033,2024-01-02 09:00:00,West,Tablet,Software,CUST429,1,1131.18,10,1018.06,222.32,9,Tuesday,1,-0.7337014288034003,False,24.456714293446677,False,False,False,False,Normal
TXN1034,2024-01-02 10:00:00,West,Mouse,Software,CUST835,2,578.42,0,1156.84,319.89,10,Tuesday,1,-0.6741130217651589,False,22.470434058838627,False,False,False,False,Normal
TXN1035,2024-01-02 11:00:00,West,Mouse,Electronics,CUST883,5,756.82,0,3784.1,1272.99,11,Tuesday,1,0.47902456813081645,False,15.967485604360549,False,False,False,False,Normal
TXN1036,2024-01-02 12:00:00,South,Mouse,Software,CUST457,3,445.04,10,1201.61,204.88,12,Tuesday,1,-0.6548899854263344,False,21.829666180877812,False,False,False,False,Normal
TXN1037,2024-01-02 13:00:00,North,Mouse,Electronics,CUST507,1,1826.06,5,1734.76,585.39,13,Tuesday,1,-0.5326267764516119,False,17.754225881720398,False,False,False,False,Normal
TXN1038,2024-01-02 14:00:00,East,Mouse,Electronics,CUST767,2,1208.44,5,2296.04,660.29,14,Tuesday,1,-0.2555523687460943,False,8.518412291536476,False,False,False,False,Normal
TXN1039,2024-01-02 15:00:00,South,Mouse,Accessories,CUST472,1,861.62,5,818.54,133.89,15,Tuesday,1,-1.0638498683323985,False,35.46166227774661,False,False,False,False,Normal
TXN1040,2024-01-02 16:00:00,North,Keyboard,Software,CUST107,1,977.81,0,977.81,205.53,16,Tuesday,1,-0.7509836984624954,False,25.032789948749844,False,False,False,False,Normal
TXN1041,2024-01-02 17:00:00,South,Tablet,Electronics,CUST221,3,1899.84,10,5129.57,1495.96,17,Tuesday,1,1.143212323503434,False,38.10707745011446,False,False,False,False,Normal
TXN1042,2024-01-02 18:00:00,North,Mouse,Electronics,CUST447,5,391.37,10,1761.16,287.9,18,Tuesday,1,-0.5195944853252121,False,17.31981617750707,False,False,False,False,Normal
TXN1043,2024-01-02 19:00:00,West,Tablet,Software,CUST775,1,1213.84,5,1153.15,307.24,19,Tuesday,1,-0.6756974087227255,False,22.523246957424185,False,False,False,False,Normal
TXN1044,2024-01-02 20:00:00,North,Tablet,Accessories,CUST189,2,1061.19,0,2122.38,465.18,20,Tuesday,1,-0.3971269607912652,False,13.237565359708839,False,False,False,False,Normal
TXN1045,2024-01-02 21:00:00,East,Phone,Accessories,CUST747,4,1261.76,5,4794.69,1314.62,21,Tuesday,1,0.9693676191044623,False,32.312253970148745,False,False,False,False,Normal
TXN1046,2024-01-02 22:00:00,South,Keyboard,Electronics,CUST797,1,134.41,0,134.41,21.39,22,Tuesday,1,-1.3226353788809255,False,44.08784596269752,False,False,False,False,Normal
TXN1047,2024-01-02 23:00:00,South,Mouse,Software,CUST415,1,1757.04,0,1757.04,569.82,23,Tuesday,1,-0.4164032515940067,False,13.88010838646689,False,False,False,False,Normal
TXN1048,2024-01-03 00:00:00,South,Laptop,Accessories,CUST277,3,1871.02,15,4771.1,1644.59,0,Wednesday,1,0.9573047943798836,False,31.910159812662787,False,False,False,False,Normal
TXN1049,2024-01-03 01:00:00,North,Monitor,Software,CUST639,5,1173.75,0,5868.75,2017.53,1,Wednesday,1,1.3490546609525245,False,44.96848869841748,False,False,False,False,Normal
TXN1050,2024-01-03 02:00:00,West,Laptop,Software,CUST831,4,1423.64,20,4555.65,1366.38,2,Wednesday,1,0.7852447655647538,False,26.174825518825124,False,False,False,False,Normal
TXN1051,2024-01-03 03:00:00,East,Keyboard,Electronics,CUST968,2,1852.75,5,3520.22,619.62,3,Wednesday,1,0.34876089455375686,False,11.625363151791895,False,False,False,False,Normal
TXN1052,2024-01-03 04:00:00,West,Monitor,Accessories,CUST140,4,1443.75,0,5775.0,1742.04,4,Wednesday,1,1.470652388318207,False,49.021746277273564,False,False,False,False,Normal
TXN1053,2024-01-03 05:00:00,West,Keyboard,Electronics,CUST839,2,389.82,5,740.66,114.74,5,Wednesday,1,-1.0233616479953247,False,34.11205493317749,False,False,False,False,Normal
TXN1054,2024-01-03 06:00:00,South,Tablet,Accessories,CUST803,5,1194.95,15,5078.54,784.25,6,Wednesday,1,1.1145152578527375,False,37.15050859509125,False,False,False,False,Normal
TXN1055,2024-01-03 07:00:00,West,Monitor,Accessories,CUST601,2,1252.76,10,2254.97,484.19,7,Wednesday,1,-0.32932662462204304,False,10.977554154068102,False,False,False,False,Normal
TXN1056,2024-01-03 08:00:00,North,Tablet,Accessories,CUST244,3,905.85,10,2445.8,605.89,8,Wednesday,1,-0.23174507132863684,False,7.724835710954562,False,False,False,False,Normal
TXN1057,2024-01-03 09:00:00,North,Laptop,Accessories,CUST300,3,1499.24,5,4272.83,1299.29,9,Wednesday,1,0.7025127776136233,False,23.417092587120777,False,False,False,False,Normal
TXN1058,2024-01-03 10:00:00,North,Laptop,Accessories,CUST823,3,1875.3,5,5344.6,1532.08,10,Wednesday,1,1.2505659211092675,False,41.68553070364225,False,False,False,False,Normal
TXN1059,2024-01-03 11:00:00,South,Monitor,Software,CUST560,3,1858.58,10,5018.17,1200.25,11,Wednesday,1,0.9838384391728201,False,32.79461463909401,False,False,False,False,Normal
TXN1060,2024-01-03 12:00:00,South,Monitor,Electronics,CUST831,4,956.59,0,3826.36,783.35,12,Wednesday,1,0.49988610688087926,False,16.662870229362643,False,False,False,False,Normal
TXN1061,2024-01-03 13:00:00,North,Mouse,Software,CUST851,5,315.15,5,1496.96,523.08,13,Wednesday,1,-0.528074622847111,False,17.602487428237033,False,False,False,False,Normal
TXN1062,2024-01-03 14:00:00,West,Keyboard,Accessories,CUST657,2,1971.2,0,3942.4,927.4,14,Wednesday,1,0.5335463014057937,False,17.784876713526458,False,False,False,False,Normal
TXN1063,2024-01-03 15:00:00,South,Mouse,Electronics,CUST646,2,1693.91,20,2710.26,651.21,15,Wednesday,1,-0.051073746383317166,False,1.702458212777239,False,False,False,False,Normal
TXN1064,2024-01-03 16:00:00,North,Keyboard,Accessories,CUST352,3,336.86,15,858.99,156.96,16,Wednesday,1,-1.0431656266999598,False,34.77218755666533,False,False,False,False,Normal
TXN1065,2024-01-03 17:00:00,South,Mouse,Electronics,CUST489,3,1849.6,0,5548.8,1714.37,17,Wednesday,1,1.3501641192958802,False,45.005470643196006,False,False,False,False,Normal
TXN1066,2024-01-03 18:00:00,North,Tablet,Software,CUST693,1,1752.8,10,1577.52,455.49,18,Wednesday,1,-0.493484321139367,False,16.449477371312234,False,False,False,False,Normal
TXN1067,2024-01-03 19:00:00,West,Monitor,Electronics,CUST982,5,1085.79,15,4614.61,895.94,19,Wednesday,1,0.889003662956054,False,29.633455431868466,False,False,False,False,Normal
TXN1068,2024-01-03 20:00:00,North,Laptop,Electronics,CUST355,4,1223.42,0,4893.68,814.68,20,Wednesday,1,1.0267658404047053,False,34.22552801349018,False,False,False,False,Normal
TXN1069,2024-01-03 21:00:00,West,Keyboard,Electronics,CUST808,2,858.11,5,1630.41,466.46,21,Wednesday,1,-0.5841388817182716,False,19.47129605727572,False,False,False,False,Normal
TXN1070,2024-01-03 22:00:00,East,Keyboard,Electronics,CUST914,1,204.05,15,173.44,48.72,22,Wednesday,1,-1.3033683212042821,False,43.445610706809404,False,False,False,False,Normal
TXN1071,2024-01-03 23:00:00,North,Laptop,Electronics,CUST549,1,736.87,0,736.87,150.8,23,Wednesday,1,-1.0252325716077888,False,34.174419053592956,False,False,False,False,Normal
TXN1072,2024-01-04 00:00:00,North,Mouse,Accessories,CUST109,2,1625.42,5,3088.3,1050.56,0,Thursday,1,0.0967994342051542,False,3.2266478068384736,False,False,False,False,Normal
TXN1073,2024-01-04 01:00:00,West,Keyboard,Electronics,CUST923,4,108.8,0,435.2,78.43,1,Thursday,1,-1.174151180096464,False,39.13837266988213,False,False,False,False,Normal
TXN1074,2024-01-04 02:00:00,East,Tablet,Electronics,CUST897,1,733.65,15,623.6,147.46,2,Thursday,1,-1.08114801160352,False,36.03826705345066,False,False,False,False,Normal
TXN1075,2024-01-04 03:00:00,East,Monitor,Software,CUST341,1,856.52,20,685.22,232.1,3,Thursday,1,-0.8766139911222378,False,29.22046637074126,False,False,False,False,Normal
TXN1076,2024-01-04 04:00:00,East,Laptop,Electronics,CUST350,5,1121.05,15,4764.46,1114.62,4,Thursday,1,0.9629767245201074,False,32.099224150670246,False,False,False,False,Normal
TXN1077,2024-01-04 05:00:00,North,Monitor,Software,CUST976,4,1847.73,5,7021.37,1949.87,5,Thursday,1,1.8439587517467153,False,61.46529172489051,False,False,False,False,Normal
TXN1078,2024-01-04 06:00:00,South,Keyboard,Accessories,CUST104,1,758.06,15,644.35,147.89,6,Thursday,1,-1.1529225024474663,False,38.43075008158221,False,False,False,False,Normal
TXN1079,2024-01-04 07:00:00,North,Keyboard,Electronics,CUST218,4,759.21,10,2733.16,559.87,7,Thursday,1,-0.03976922112594784,False,1.3256407041982614,False,False,False,False,Normal
TXN1080,2024-01-04 08:00:00,West,Laptop,Software,CUST900,2,1501.25,0,3002.5,1041.25,8,Thursday,1,0.11836384330329947,False,3.9454614434433157,False,False,False,False,Normal
TXN1081,2024-01-04 09:00:00,East,Tablet,Software,CUST473,3,959.21,10,2589.87,600.5,9,Thursday,1,-0.058808403390673454,False,1.9602801130224483,False,False,False,False,Normal
TXN1082,2024-01-04 10:00:00,South,Phone,Accessories,CUST164,1,526.75,0,526.75,173.21,10,Thursday,1,-1.2130576524097603,False,40.43525508032534,False,False,False,False,Normal
TXN1083,2024-01-04 11:00:00,North,Laptop,Electronics,CUST245,5,959.64,5,4558.29,893.38,11,Thursday,1,0.8612014418864014,False,28.70671472954671,False,False,False,False,Normal
TXN1084,2024-01-04 12:00:00,South,Phone,Electronics,CUST323,2,367.63,0,735.26,141.63,12,Thursday,1,-1.0260273439075427,False,34.20091146358475,False,False,False,False,Normal
TXN1085,2024-01-04 13:00:00,South,Mouse,Software,CUST338,4,435.14,0,1740.56,271.92,13,Thursday,1,-0.423479321258153,False,14.115977375271768,False,False,False,False,Normal
TXN1086,2024-01-04 14:00:00,East,Phone,Electronics,CUST276,2,1046.9,0,2093.8,586.96,14,Thursday,1,-0.3553876171325749,False,11.846253904419163,False,False,False,False,Normal
TXN1087,2024-01-04 15:00:00,East,Tablet,Software,CUST878,1,895.96,5,851.16,190.41,15,Thursday,1,-0.8053638090792505,False,26.845460302641683,False,False,False,False,Normal
TXN1088,2024-01-04 16:00:00,West,Mouse,Electronics,CUST952,4,1838.21,0,7352.84,2374.02,16,Thursday,1,2.2407237588288442,False,74.69079196096148,False,False,False,False,Normal
TXN1089,2024-01-04 17:00:00,South,Phone,Software,CUST381,3,788.55,10,2129.08,520.86,17,Thursday,1,-0.2566592614332679,False,8.555308714442262,False,False,False,False,Normal
TXN1090,2024-01-04 18:00:00,North,Mouse,Electronics,CUST162,2,1203.12,0,2406.24,826.88,18,Thursday,1,-0.2011524262411984,False,6.7050808747066135,False,False,False,False,Normal
TXN1091,2024-01-04 19:00:00,East,Phone,Accessories,CUST316,1,1301.3,0,1301.3,243.48,19,Thursday,1,-0.8169889414973901,False,27.232964716579673,False,False,False,False,Normal
TXN1092,2024-01-04 20:00:00,East,Tablet,Electronics,CUST953,5,124.88,5,593.18,192.03,20,Thursday,1,-1.0961647652423487,False,36.53882550807829,False,False,False,False,Normal
TXN1093,2024-01-04 21:00:00,South,Phone,Electronics,CUST926,4,1360.72,10,4898.59,1495.63,21,Thursday,1,1.029189649095259,False,34.306321636508635,False,False,False,False,Normal
TXN1094,2024-01-04 22:00:00,East,Phone,Accessories,CUST894,2,438.27,0,876.54,266.63,22,Thursday,1,-1.0341913760040564,False,34.47304586680188,False,False,False,False,Normal
TXN1095,2024-01-04 23:00:00,South,Phone,Electronics,CUST788,2,1926.03,5,3659.46,1167.21,23,Thursday,1,0.41749635729769274,False,13.916545243256426,False,False,False,False,Normal
TXN1096,2024-01-05 00:00:00,South,Laptop,Accessories,CUST560,3,382.46,15,975.27,294.73,0,Friday,1,-0.9837054631147938,False,32.79018210382646,False,False,False,False,Normal
TXN1097,2024-01-05 01:00:00,South,Laptop,Electronics,CUST709,3,887.79,5,2530.2,696.42,1,Friday,1,-0.1399598956340576,False,4.665329854468587,False,False,False,False,Normal
TXN1098,2024-01-05 02:00:00,North,Laptop,Software,CUST204,5,262.16,0,1310.8,231.03,2,Friday,1,-0.608006730169773,False,20.2668910056591,False,False,False,False,Normal
TXN1099,2024-01-05 03:00:00,North,Tablet,Software,CUST198,5,1994.06,0,9970.3,1560.4,3,Friday,1,3.1101501422012565,True,100.0,False,False,False,True,Extreme sales amount
TXN1100,2024-01-05 04:00:00,North,Mouse,Electronics,CUST610,1,1054.17,15,896.04,299.43,4,Friday,1,-0.9466587163582034,False,31.555290545273447,False,False,False,False,Normal
TXN1101,2024-01-05 05:00:00,East,Keyboard,Electronics,CUST484,1,1231.23,0,1231.23,336.53,5,Friday,1,-0.78119304731813,False,26.039768243937665,False,False,False,False,Normal
TXN1102,2024-01-05 06:00:00,South,Phone,Electronics,CUST504,5,227.45,15,966.66,299.0,6,Friday,1,-0.9117973375950841,False,30.393244586502803,False,False,False,False,Normal
TXN1103,2024-01-05 07:00:00,South,Phone,Software,CUST922,5,1524.92,5,7243.37,1784.07,7,Friday,1,1.9392795930962585,False,64.64265310320862,False,False,False,False,Normal
TXN1104,2024-01-05 08:00:00,West,Tablet,Electronics,CUST617,4,498.82,15,1695.99,294.19,8,Friday,1,-0.5517654858065558,False,18.39218286021853,False,False,False,False,Normal
TXN1105,2024-01-05 09:00:00,North,Phone,Software,CUST575,3,1806.3,10,4877.01,853.66,9,Friday,1,0.9232281240156062,False,30.774270800520203,False,False,False,False,Normal
TXN1106,2024-01-05 10:00:00,South,Laptop,Accessories,CUST808,1,489.77,20,391.82,112.5,10,Friday,1,-1.2820545553384364,False,42.73515184461454,False,False,False,False,Normal
TXN1107,2024-01-05 11:00:00,East,Keyboard,Software,CUST962,3,462.31,0,1386.93,327.4,11,Friday,1,-0.5753185515574274,False,19.177285051914247,False,False,False,False,Normal
TXN1108,2024-01-05 12:00:00,North,Monitor,Software,CUST744,3,169.44,10,457.49,86.97,12,Friday,1,-0.9743951406741814,False,32.47983802247271,False,False,False,False,Normal
TXN1109,2024-01-05 13:00:00,North,Phone,Accessories,CUST969,5,996.93,5,4735.42,1175.89,13,Friday,1,0.9390597080647929,False,31.30199026882643,False,False,False,False,Normal
TXN1110,2024-01-05 14:00:00,North,Laptop,Software,CUST870,4,1173.2,5,4458.16,725.97,14,Friday,1,0.743385176271209,False,24.779505875706967,False,False,False,False,Normal
TXN1111,2024-01-05 15:00:00,North,Monitor,Electronics,CUST536,2,224.85,5,427.22,113.81,15,Friday,1,-1.1780904862778527,False,39.269682875928424,False,False,False,False,Normal
TXN1112,2024-01-05 16:00:00,West,Keyboard,Electronics,CUST122,4,1573.5,15,5349.9,1090.3,16,Friday,1,1.2519776531958453,False,41.73258843986151,False,False,False,False,Normal
TXN1113,2024-01-05 17:00:00,West,Monitor,Software,CUST664,4,961.25,20,3076.0,952.06,17,Friday,1,0.14992277050686442,False,4.997425683562148,False,False,False,False,Normal
TXN1114,2024-01-05 18:00:00,East,Laptop,Electronics,CUST776,3,1096.34,10,2960.12,627.76,18,Friday,1,0.07226899076979809,False,2.4089663589932697,False,False,False,False,Normal
TXN1115,2024-01-05 19:00:00,West,Mouse,Software,CUST813,4,937.45,5,3562.31,858.67,19,Friday,1,0.358731231573064,False,11.957707719102133,False,False,False,False,Normal
TXN1116,2024-01-05 20:00:00,West,Mouse,Electronics,CUST557,1,861.45,5,818.38,124.66,20,Friday,1,-0.9849953727550294,False,32.83317909183431,False,False,False,False,Normal
TXN1117,2024-01-05 21:00:00,North,Monitor,Electronics,CUST182,3,1163.32,10,3140.96,516.65,21,Friday,1,0.1615401849856366,False,5.3846728328545534,False,False,False,False,Normal
TXN1118,2024-01-05 22:00:00,West,Tablet,Software,CUST244,1,394.96,0,394.96,90.25,22,Friday,1,-1.0012438443209692,False,33.37479481069898,False,False,False,False,Normal
TXN1119,2024-01-05 23:00:00,South,Monitor,Electronics,CUST184,2,445.66,0,891.32,219.25,23,Friday,1,-0.9489887320444385,False,31.632957734814614,False,False,False,False,Normal
TXN1120,2024-01-06 00:00:00,West,Phone,Software,CUST177,3,1737.39,0,5212.17,1407.31,0,Saturday,1,1.0671368320638623,False,35.57122773546208,False,False,False,False,Normal
TXN1121,2024-01-06 01:00:00,West,Phone,Electronics,CUST556,2,1897.62,0,3795.24,790.67,1,Saturday,1,0.4845238000682442,False,16.150793335608142,False,False,False,False,Normal
TXN1122,2024-01-06 02:00:00,South,Mouse,Electronics,CUST977,3,809.29,0,2427.87,701.65,2,Saturday,1,-0.19047483317059125,False,6.349161105686376,False,False,False,False,Normal
TXN1123,2024-01-06 03:00:00,North,Tablet,Accessories,CUST100,5,614.41,0,3072.05,989.28,3,Saturday,1,0.08848994282005831,False,2.9496647606686106,False,False,False,False,Normal
TXN1124,2024-01-06 04:00:00,North,Laptop,Accessories,CUST150,4,1323.6,0,5294.4,1619.93,4,Saturday,1,1.224895984645771,False,40.82986615485903,False,False,False,False,Normal
TXN1125,2024-01-06 05:00:00,South,Phone,Software,CUST784,5,876.59,0,4382.95,692.17,5,Saturday,1,0.7110920209653571,False,23.703067365511902,False,False,False,False,Normal
TXN1126,2024-01-06 06:00:00,West,Mouse,Accessories,CUST816,2,148.23,20,237.17,58.37,6,Saturday,1,-1.361135345658749,False,45.37117818862497,False,False,False,False,Normal
TXN1127,2024-01-06 07:00:00,West,Keyboard,Software,CUST871,4,396.69,5,1507.42,257.75,7,Saturday,1,-0.5235833796015426,False,17.452779320051416,False,False,False,False,Normal
TXN1128,2024-01-06 08:00:00,North,Mouse,Accessories,CUST545,3,1460.35,0,4381.05,869.24,8,Saturday,1,0.7578514334717821,False,25.261714449059404,False,False,False,False,Normal
TXN1129,2024-01-06 09:00:00,South,Phone,Electronics,CUST548,4,1351.96,5,5137.45,1784.4,9,Saturday,1,1.1471022649457077,False,38.23674216485692,False,False,False,False,Normal
TXN1130,2024-01-06 10:00:00,South,Phone,Software,CUST980,1,151.48,0,151.48,27.04,10,Saturday,1,-1.1057876211308195,False,36.85958737102732,False,False,False,False,Normal
TXN1131,2024-01-06 11:00:00,North,Mouse,Software,CUST587,4,521.75,15,1773.95,443.09,11,Saturday,1,-0.4091425514713906,False,13.638085049046353,False,False,False,False,Normal
TXN1132,2024-01-06 12:00:00,North,Laptop,Electronics,CUST899,1,539.04,10,485.14,132.75,12,Saturday,1,-1.1494984293823576,False,38.31661431274525,False,False,False,False,Normal
TXN1133,2024-01-06 13:00:00,South,Monitor,Software,CUST133,4,1376.6,0,5506.4,1599.57,13,Saturday,1,1.1934712967047454,False,39.78237655682484,False,False,False,False,Normal
TXN1134,2024-01-06 14:00:00,West,Phone,Software,CUST447,1,137.45,5,130.58,34.2,14,Saturday,1,-1.1147615201587722,False,37.15871733862574,False,False,False,False,Normal
TXN1135,2024-01-06 15:00:00,South,Mouse,Accessories,CUST194,2,297.81,15,506.28,76.93,15,Saturday,1,-1.2235250547884011,False,40.784168492946705,False,False,False,False,Normal
TXN1136,2024-01-06 16:00:00,South,Mouse,Software,CUST171,5,1619.84,15,6884.32,1482.14,16,Saturday,1,1.7851131602739456,False,59.50377200913152,False,False,False,False,Normal
TXN1137,2024-01-06 17:00:00,East,Tablet,Electronics,CUST650,3,439.23,5,1251.81,317.39,17,Saturday,1,-0.771033784008232,False,25.701126133607733,False,False,False,False,Normal
TXN1138,2024-01-06 18:00:00,South,Monitor,Accessories,CUST253,4,1340.22,5,5092.84,853.42,18,Saturday,1,1.1218276102716218,False,37.39425367572073,False,False,False,False,Normal
TXN1139,2024-01-06 19:00:00,West,Keyboard,Accessories,CUST349,5,552.55,0,2762.75,608.15,19,Saturday,1,-0.06967163782056679,False,2.322387927352226,False,False,False,False,Normal
TXN1140,2024-01-06 20:00:00,West,Laptop,Electronics,CUST773,3,288.94,20,693.46,108.62,20,Saturday,1,-1.0466618048576757,False,34.88872682858919,False,False,False,False,Normal
TXN1141,2024-01-06 21:00:00,North,Keyboard,Electronics,CUST537,3,562.03,0,1686.09,279.41,21,Saturday,1,-0.5566525949789558,False,18.555086499298525,False,False,False,False,Normal
TXN1142,2024-01-06 22:00:00,South,Monitor,Accessories,CUST217,1,1472.31,15,1251.46,287.07,22,Saturday,1,-0.8424747907671241,False,28.082493025570805,False,False,False,False,Normal
TXN1143,2024-01-06 23:00:00,South,Monitor,Software,CUST870,2,1725.82,5,3279.06,578.9,23,Saturday,1,0.23711128422055008,False,7.903709474018336,False,False,False,False,Normal
TXN1144,2024-01-07 00:00:00,North,Monitor,Accessories,CUST990,2,1677.42,5,3187.1,839.83,0,Sunday,1,0.14732114182653702,False,4.910704727551234,False,False,False,False,Normal
TXN1145,2024-01-07 01:00:00,North,Keyboard,Electronics,CUST405,5,854.65,5,4059.59,1168.73,1,Sunday,1,0.6150194879191451,False,20.500649597304836,False,False,False,False,Normal
TXN1146,2024-01-07 02:00:00,East,Monitor,Accessories,CUST367,2,1369.36,0,2738.72,849.32,2,Sunday,1,-0.08195945800418868,False,2.731981933472956,False,False,False,False,Normal
